,name,Worldwide_Box_Office,number_of_movies,average_box,link
1186,Michael Chiklis,"$290,505,143",8,"$36,313,143",https://www.the-numbers.com/person/27870401-Michael-Chiklis
1187,Amy Schumer,"$290,420,169",4,"$72,605,042",https://www.the-numbers.com/person/374640401-Amy-Schumer
1188,Katie Silverman,"$289,838,913",1,"$289,838,913",https://www.the-numbers.com/person/518190401-Katie-Silverman
1189,Cindy Slattery,"$289,838,913",1,"$289,838,913",https://www.the-numbers.com/person/783930401-Cindy-Slattery
1190,Chris Messina,"$288,811,273",9,"$32,090,141",https://www.the-numbers.com/person/98400401-Chris-Messina
1191,Zhang Zifeng,"$287,858,691",3,"$95,952,897",https://www.the-numbers.com/person/1171110401-Zhang-Zifeng
1192,Rebecca Hall,"$287,739,590",14,"$20,552,828",https://www.the-numbers.com/person/60520401-Rebecca-Hall
1193,Jerry Seinfeld,"$287,594,577",1,"$287,594,577",https://www.the-numbers.com/person/129610401-Jerry-Seinfeld
1194,Giovanni Ribisi,"$286,863,742",7,"$40,980,535",https://www.the-numbers.com/person/120780401-Giovanni-Ribisi
1195,Frank Welker,"$285,614,841",5,"$57,122,968",https://www.the-numbers.com/person/150560401-Frank-Welker
1196,"O'Shea Jackson, Jr.","$285,601,615",4,"$71,400,404",https://www.the-numbers.com/person/826390401-O-Shea-Jackson-Jr
1197,Yu Hewei,"$284,755,749",2,"$142,377,875",https://www.the-numbers.com/person/1160380401-Yu-Hewei
1198,Levi Miller,"$284,740,522",2,"$142,370,261",https://www.the-numbers.com/person/1045680401-Levi-Miller
1199,James Woods,"$284,673,539",12,"$23,722,795",https://www.the-numbers.com/person/1710401-James-Woods
1200,James Belushi,"$284,597,934",7,"$40,656,848",https://www.the-numbers.com/person/910401-James-Belushi
1201,Jennifer Jason Leigh,"$284,391,694",11,"$25,853,790",https://www.the-numbers.com/person/1230401-Jennifer-Jason-Leigh
1202,Emily Browning,"$283,640,589",9,"$31,515,621",https://www.the-numbers.com/person/20290401-Emily-Browning
1203,Odette Yustman,"$282,436,871",4,"$70,609,218",https://www.the-numbers.com/person/156760401-Odette-Yustman
1204,Cathy Moriarty,"$282,300,000",2,"$141,150,000",https://www.the-numbers.com/person/102080401-Cathy-Moriarty
1205,Lily Collins,"$280,896,812",14,"$20,064,058",https://www.the-numbers.com/person/174610401-Lily-Collins
1206,Janelle MonÃ¡e,"$280,061,810",4,"$70,015,453",https://www.the-numbers.com/person/783770401-Janelle-MonA-e
1207,Meagan Good,"$279,948,097",9,"$31,105,344",https://www.the-numbers.com/person/56100401-Meagan-Good
1208,Rosario Dawson,"$279,740,905",10,"$27,974,091",https://www.the-numbers.com/person/36950401-Rosario-Dawson
1209,Leven Rambin,"$278,369,198",5,"$55,673,840",https://www.the-numbers.com/person/338010401-Leven-Rambin
1210,Bokeem Woodbine,"$278,101,218",3,"$92,700,406",https://www.the-numbers.com/person/154610401-Bokeem-Woodbine
1211,Cheri Oteri,"$277,200,000",4,"$69,300,000",https://www.the-numbers.com/person/109430401-Cheri-Oteri
1212,Luke Wilson,"$276,654,631",19,"$14,560,770",https://www.the-numbers.com/person/153190401-Luke-Wilson
1213,Jon Voight,"$276,159,028",11,"$25,105,366",https://www.the-numbers.com/person/1640401-Jon-Voight
1214,Ronda Rousey,"$275,756,499",2,"$137,878,250",https://www.the-numbers.com/person/714240401-Ronda-Rousey
1215,Olivia Munn,"$275,715,151",9,"$30,635,017",https://www.the-numbers.com/person/264850401-Olivia-Munn
1216,Corbin Bleu,"$275,210,551",4,"$68,802,638",https://www.the-numbers.com/person/15790401-Corbin-Bleu
1217,Zach Woods,"$274,756,013",2,"$137,378,007",https://www.the-numbers.com/person/315010401-Zach-Woods
1218,Jon Heder,"$274,686,103",9,"$30,520,678",https://www.the-numbers.com/person/63880401-Jon-Heder
1219,Lucas Grabeel,"$274,394,260",3,"$91,464,753",https://www.the-numbers.com/person/57060401-Lucas-Grabeel
1220,Monique Coleman,"$274,392,880",1,"$274,392,880",https://www.the-numbers.com/person/30280401-Monique-Coleman
1221,Kristen Schaal,"$274,392,649",2,"$137,196,325",https://www.the-numbers.com/person/160910401-Kristen-Schaal
1222,Irrfan Khan,"$272,412,335",12,"$22,701,028",https://www.the-numbers.com/person/251310401-Irrfan-Khan
1223,Mackenzie Foy,"$272,053,219",3,"$90,684,406",https://www.the-numbers.com/person/289330401-Mackenzie-Foy
1224,James Doohan,"$272,000,000",2,"$136,000,000",https://www.the-numbers.com/person/40910401-James-Doohan
1225,Nichelle Nichols,"$272,000,000",2,"$136,000,000",https://www.the-numbers.com/person/105920401-Nichelle-Nichols
1226,Walter Koenig,"$272,000,000",2,"$136,000,000",https://www.the-numbers.com/person/79270401-Walter-Koenig
1227,George Takei,"$272,000,000",2,"$136,000,000",https://www.the-numbers.com/person/139880401-George-Takei
1228,Dylan Sprouse,"$271,995,866",3,"$90,665,289",https://www.the-numbers.com/person/135630401-Dylan-Sprouse
1229,Jamie Kennedy,"$271,451,523",8,"$33,931,440",https://www.the-numbers.com/person/76680401-Jamie-Kennedy
1230,Chris Cooper,"$270,999,766",8,"$33,874,971",https://www.the-numbers.com/person/31540401-Chris-Cooper
1231,Bruno Campos,"$270,997,378",1,"$270,997,378",https://www.the-numbers.com/person/23540401-Bruno-Campos
1232,Sean Hayes,"$270,617,089",3,"$90,205,696",https://www.the-numbers.com/person/63470401-Sean-Hayes
1233,Stephen Lang,"$270,447,397",14,"$19,317,671",https://www.the-numbers.com/person/81830401-Stephen-Lang
1234,Courtney B. Vance,"$270,265,401",3,"$90,088,467",https://www.the-numbers.com/person/145850401-Courtney-B-Vance
1235,Harvey Keitel,"$270,008,500",14,"$19,286,321",https://www.the-numbers.com/person/1210401-Harvey-Keitel
1236,Max Charles,"$269,806,430",1,"$269,806,430",https://www.the-numbers.com/person/347670401-Max-Charles
1237,Dongyu Zhou,"$268,996,795",3,"$89,665,598",https://www.the-numbers.com/person/1061220401-Dongyu-Zhou
1238,Keith David,"$268,931,073",12,"$22,410,923",https://www.the-numbers.com/person/36210401-Keith-David
1239,Steve Austin,"$268,268,174",1,"$268,268,174",https://www.the-numbers.com/person/7800401-Steve-Austin
1240,Asia Argento,"$267,886,060",7,"$38,269,437",https://www.the-numbers.com/person/6140401-Asia-Argento
1241,Prabhas,"$267,220,824",2,"$133,610,412",https://www.the-numbers.com/person/1074470401-Prabhas
1242,Sun-Kyun Lee,"$267,184,900",4,"$66,796,225",https://www.the-numbers.com/person/350690401-Sun-Kyun-Lee
1243,Stephen Merchant,"$266,837,319",6,"$44,472,887",https://www.the-numbers.com/person/98090401-Stephen-Merchant
1244,Mi Yang,"$266,743,356",2,"$133,371,678",https://www.the-numbers.com/person/424830401-Mi-Yang
1245,Jeffrey Dean Morgan,"$266,276,768",10,"$26,627,677",https://www.the-numbers.com/person/101960401-Jeffrey-Dean-Morgan
1246,Dexter Darden,"$265,878,536",2,"$132,939,268",https://www.the-numbers.com/person/310320401-Dexter-Darden
1247,Rufus Sewell,"$265,691,597",5,"$53,138,319",https://www.the-numbers.com/person/130070401-Rufus-Sewell
1248,Olga Kurylenko,"$264,909,646",15,"$17,660,643",https://www.the-numbers.com/person/80590401-Olga-Kurylenko
1249,Aaron Paul,"$264,850,118",15,"$17,656,675",https://www.the-numbers.com/person/111860401-Aaron-Paul
1250,Peter Gallagher,"$264,366,943",6,"$44,061,157",https://www.the-numbers.com/person/1080401-Peter-Gallagher
1251,Dax Shepard,"$263,959,359",10,"$26,395,936",https://www.the-numbers.com/person/131210401-Dax-Shepard
1252,Ne-Yo,"$263,829,474",2,"$131,914,737",https://www.the-numbers.com/person/104760401-Ne-Yo
1253,Isabela Moner,"$263,644,589",4,"$65,911,147",https://www.the-numbers.com/person/1136170401-Isabela-Moner
1254,Ilene Woods,"$263,591,415",1,"$263,591,415",https://www.the-numbers.com/person/1377860401-Ilene-Woods
1255,Robert Hoffman,"$263,417,801",4,"$65,854,450",https://www.the-numbers.com/person/66620401-Robert-Hoffman
1256,Mark Chao,"$262,957,071",5,"$52,591,414",https://www.the-numbers.com/person/685240401-Mark-Chao
1257,Steven Tyler,"$262,794,441",1,"$262,794,441",https://www.the-numbers.com/person/176800401-Steven-Tyler
1258,Ruth Wilson,"$262,027,188",4,"$65,506,797",https://www.the-numbers.com/person/268380401-Ruth-Wilson
1259,Jack O'Connell,"$261,680,441",11,"$23,789,131",https://www.the-numbers.com/person/107380401-Jack-O-Connell
1260,Drew Carey,"$260,636,271",1,"$260,636,271",https://www.the-numbers.com/person/24150401-Drew-Carey
1261,Ally Sheedy,"$260,359,190",13,"$20,027,630",https://www.the-numbers.com/person/130980401-Ally-Sheedy
1262,Dylan Minette,"$260,290,855",2,"$130,145,428",https://www.the-numbers.com/person/802170401-Dylan-Minette
1263,Vivica Fox,"$259,872,546",17,"$15,286,620",https://www.the-numbers.com/person/50400401-Vivica-Fox
1264,Isabel Lucas,"$259,770,234",4,"$64,942,559",https://www.the-numbers.com/person/88350401-Isabel-Lucas
1265,Sylvia Hoeks,"$259,247,063",3,"$86,415,688",https://www.the-numbers.com/person/665160401-Sylvia-Hoeks
1266,Danny Trejo,"$258,586,582",29,"$8,916,779",https://www.the-numbers.com/person/143720401-Danny-Trejo
1267,Kate Bosworth,"$258,420,710",19,"$13,601,090",https://www.the-numbers.com/person/17140401-Kate-Bosworth
1268,Alexandra Shipp,"$257,986,992",5,"$51,597,398",https://www.the-numbers.com/person/1086990401-Alexandra-Shipp
1269,Kyle Chandler,"$257,972,745",1,"$257,972,745",https://www.the-numbers.com/person/26620401-Kyle-Chandler
1270,Stephanie Beatriz,"$257,425,035",5,"$51,485,007",https://www.the-numbers.com/person/614900401-Stephanie-Beatriz
1271,Choi Woo-sik,"$256,738,721",3,"$85,579,574",https://www.the-numbers.com/person/1239420401-Choi-Woo-sik
1272,Steve Whitmire,"$256,589,009",3,"$85,529,670",https://www.the-numbers.com/person/151800401-Steve-Whitmire
1273,Christian Slater,"$256,399,690",18,"$14,244,427",https://www.the-numbers.com/person/133260401-Christian-Slater
1274,Show Lo,"$255,800,737",2,"$127,900,369",https://www.the-numbers.com/person/463170401-Show-Lo
1275,Monica Potter,"$255,565,355",3,"$85,188,452",https://www.the-numbers.com/person/115950401-Monica-Potter
1276,Jurnee Smollett,"$254,995,284",4,"$63,748,821",https://www.the-numbers.com/person/134300401-Jurnee-Smollett
1277,Carmen Electra,"$254,847,056",3,"$84,949,019",https://www.the-numbers.com/person/44200401-Carmen-Electra
1278,Park So-dam,"$254,688,898",1,"$254,688,898",https://www.the-numbers.com/person/1648310401-Park-So-dam
1279,Cho Yeo-jeong,"$254,688,898",1,"$254,688,898",https://www.the-numbers.com/person/1648330401-Cho-Yeo-jeong
1280,Priyanka Chopra,"$254,639,610",10,"$25,463,961",https://www.the-numbers.com/person/28150401-Priyanka-Chopra
1281,Jamie Chung,"$254,517,495",9,"$28,279,722",https://www.the-numbers.com/person/28520401-Jamie-Chung
1282,Timothy Olyphant,"$254,417,715",6,"$42,402,953",https://www.the-numbers.com/person/108850401-Timothy-Olyphant
1283,Kathryn Newton,"$253,586,189",4,"$63,396,547",https://www.the-numbers.com/person/248810401-Kathryn-Newton
1284,Brenton Thwaites,"$253,505,859",10,"$25,350,586",https://www.the-numbers.com/person/444270401-Brenton-Thwaites
1285,Jack Whitehall,"$253,208,257",3,"$84,402,752",https://www.the-numbers.com/person/1097340401-Jack-Whitehall
1286,Briana Evigan,"$253,127,091",5,"$50,625,418",https://www.the-numbers.com/person/45810401-Briana-Evigan
1287,Allison Williams,"$252,852,452",4,"$63,213,113",https://www.the-numbers.com/person/954550401-Allison-Williams
1288,Kenan Thompson,"$252,523,485",6,"$42,087,248",https://www.the-numbers.com/person/141950401-Kenan-Thompson
1289,Benjamin Walker,"$251,507,515",5,"$50,301,503",https://www.the-numbers.com/person/374520401-Benjamin-Walker
1290,Wen Zhang,"$251,343,969",2,"$125,671,985",https://www.the-numbers.com/person/463160401-Wen-Zhang
1291,Evan Peters,"$250,938,456",6,"$41,823,076",https://www.the-numbers.com/person/113350401-Evan-Peters
1292,Matthew Goode,"$250,916,745",10,"$25,091,675",https://www.the-numbers.com/person/56130401-Matthew-Goode
1293,Charles Grodin,"$250,915,246",6,"$41,819,208",https://www.the-numbers.com/person/58880401-Charles-Grodin
1294,Noah Schnapp,"$250,316,453",4,"$62,579,113",https://www.the-numbers.com/person/1125490401-Noah-Schnapp
1295,Michael Jordan,"$250,180,384",1,"$250,180,384",https://www.the-numbers.com/person/73800401-Michael-Jordan
1296,Ed Speleers,"$250,063,486",3,"$83,354,495",https://www.the-numbers.com/person/908360401-Ed-Speleers
1297,Kareena Kapoor,"$250,013,291",8,"$31,251,661",https://www.the-numbers.com/person/74950401-Kareena-Kapoor
1298,Bill Paxton,"$249,565,846",8,"$31,195,731",https://www.the-numbers.com/person/112000401-Bill-Paxton
1299,Josh Lucas,"$248,908,458",9,"$27,656,495",https://www.the-numbers.com/person/88370401-Josh-Lucas
1300,Yu Xia,"$248,692,722",1,"$248,692,722",https://www.the-numbers.com/person/1138770401-Yu-Xia
1301,Liu Xiaoqing,"$248,692,722",1,"$248,692,722",https://www.the-numbers.com/person/1160450401-Liu-Xiaoqing
1302,Chen Kun,"$248,692,722",1,"$248,692,722",https://www.the-numbers.com/person/357220401-Chen-Kun
1303,Qi Shu,"$248,692,722",1,"$248,692,722",https://www.the-numbers.com/person/131840401-Qi-Shu
1304,Heather Donahue,"$248,300,000",1,"$248,300,000",https://www.the-numbers.com/person/40660401-Heather-Donahue
1305,Michael C. Williams,"$248,300,000",1,"$248,300,000",https://www.the-numbers.com/person/152640401-Michael-C-Williams
1306,Gabourey Sidibe,"$247,921,311",4,"$61,980,328",https://www.the-numbers.com/person/132030401-Gabourey-Sidibe
1307,Talia Shire,"$247,673,340",3,"$82,557,780",https://www.the-numbers.com/person/131610401-Talia-Shire
1308,Jennifer Coolidge,"$247,578,189",3,"$82,526,063",https://www.the-numbers.com/person/31460401-Jennifer-Coolidge
1309,Sophie Turner,"$247,400,804",6,"$41,233,467",https://www.the-numbers.com/person/873730401-Sophie-Turner
1310,Alfie Allen,"$247,131,406",4,"$61,782,852",https://www.the-numbers.com/person/873810401-Alfie-Allen
1311,Martine McCutcheon,"$246,821,053",1,"$246,821,053",https://www.the-numbers.com/person/678020401-Martine-McCutcheon
1312,Ryan O'Neal,"$246,678,402",5,"$49,335,680",https://www.the-numbers.com/person/108040401-Ryan-O-Neal
1313,Fairuza Balk,"$245,861,112",4,"$61,465,278",https://www.the-numbers.com/person/9540401-Fairuza-Balk
1314,Eminem,"$245,768,384",1,"$245,768,384",https://www.the-numbers.com/person/44770401-Eminem
1315,Corey Hawkins,"$245,766,683",2,"$122,883,342",https://www.the-numbers.com/person/752430401-Corey-Hawkins
1316,Frank Grillo,"$243,812,471",20,"$12,190,624",https://www.the-numbers.com/person/58740401-Frank-Grillo
1317,Bella Heathcote,"$243,360,631",5,"$48,672,126",https://www.the-numbers.com/person/223380401-Bella-Heathcote
1318,Stephen âTwitchâ Boss,"$243,356,674",2,"$121,678,337",https://www.the-numbers.com/person/386740401-Stephen-a-Twitcha-Boss
1319,Misha Gabriel,"$243,356,674",2,"$121,678,337",https://www.the-numbers.com/person/386720401-Misha-Gabriel
1320,Anita Briem,"$243,180,937",1,"$243,180,937",https://www.the-numbers.com/person/19030401-Anita-Briem
1321,Mos Def,"$242,123,432",3,"$80,707,811",https://www.the-numbers.com/person/38120401-Mos-Def
1322,Ruby Barnhill,"$241,694,882",2,"$120,847,441",https://www.the-numbers.com/person/1016010401-Ruby-Barnhill
1323,Rebecca De Mornay,"$241,654,508",8,"$30,206,814",https://www.the-numbers.com/person/38680401-Rebecca-De-Mornay
1324,Linda Kozlowski,"$239,606,210",1,"$239,606,210",https://www.the-numbers.com/person/79760401-Linda-Kozlowski
1325,Gulliver McGrath,"$238,202,668",1,"$238,202,668",https://www.the-numbers.com/person/241320401-Gulliver-McGrath
1326,Fred Armisen,"$237,659,129",4,"$59,414,782",https://www.the-numbers.com/person/6350401-Fred-Armisen
1327,Franka Potente,"$237,240,848",3,"$79,080,283",https://www.the-numbers.com/person/115900401-Franka-Potente
1328,Mathieu Amalric,"$237,139,110",11,"$21,558,101",https://www.the-numbers.com/person/4320401-Mathieu-Amalric
1329,Gillian Anderson,"$237,093,917",7,"$33,870,560",https://www.the-numbers.com/person/4750401-Gillian-Anderson
1330,Jessica Lange,"$236,837,636",8,"$29,604,705",https://www.the-numbers.com/person/81890401-Jessica-Lange
1331,Ashley Jensen,"$236,475,215",3,"$78,825,072",https://www.the-numbers.com/person/214660401-Ashley-Jensen
1332,Bob Balaban,"$236,066,739",4,"$59,016,685",https://www.the-numbers.com/person/9340401-Bob-Balaban
1333,Shun Oguri,"$236,001,692",2,"$118,000,846",https://www.the-numbers.com/person/463960401-Shun-Oguri
1334,Mike Tyson,"$235,914,935",3,"$78,638,312",https://www.the-numbers.com/person/144700401-Mike-Tyson
1335,"Harry Connick, Jr.","$235,422,257",4,"$58,855,564",https://www.the-numbers.com/person/31070401-Harry-Connick-Jr
1336,Scott Glenn,"$235,000,213",4,"$58,750,053",https://www.the-numbers.com/person/55290401-Scott-Glenn
1337,Celia Imrie,"$233,401,416",5,"$46,680,283",https://www.the-numbers.com/person/69850401-Celia-Imrie
1338,Lily Tomlin,"$232,886,626",7,"$33,269,518",https://www.the-numbers.com/person/142970401-Lily-Tomlin
1339,Deepika Padukone,"$232,849,238",11,"$21,168,113",https://www.the-numbers.com/person/200390401-Deepika-Padukone
1340,Phoebe Cates,"$232,557,340",5,"$46,511,468",https://www.the-numbers.com/person/25720401-Phoebe-Cates
1341,Julie Christie,"$232,363,744",6,"$38,727,291",https://www.the-numbers.com/person/28400401-Julie-Christie
1342,Douglas Smith,"$232,047,281",3,"$77,349,094",https://www.the-numbers.com/person/133740401-Douglas-Smith
1343,Zooey Deschanel,"$231,746,511",6,"$38,624,419",https://www.the-numbers.com/person/39150401-Zooey-Deschanel
1344,Stephen Dorff,"$231,276,894",13,"$17,790,530",https://www.the-numbers.com/person/41030401-Stephen-Dorff
1345,Jerry Ferrara,"$230,534,767",6,"$38,422,461",https://www.the-numbers.com/person/47500401-Jerry-Ferrara
1346,Jackson Yee,"$230,096,929",1,"$230,096,929",https://www.the-numbers.com/person/1652520401-Jackson-Yee
1347,Gene Wilder,"$230,051,272",8,"$28,756,409",https://www.the-numbers.com/person/152180401-Gene-Wilder
1348,Frankie Muniz,"$229,213,991",6,"$38,202,332",https://www.the-numbers.com/person/103450401-Frankie-Muniz
1349,Bruce Dern,"$228,808,109",12,"$19,067,342",https://www.the-numbers.com/person/38960401-Bruce-Dern
1350,Jason Mitchell,"$228,291,559",5,"$45,658,312",https://www.the-numbers.com/person/309740401-Jason-Mitchell
1351,Elizabeth McGovern,"$227,939,603",7,"$32,562,800",https://www.the-numbers.com/person/95920401-Elizabeth-McGovern
1352,Julia Sawalha,"$227,793,915",1,"$227,793,915",https://www.the-numbers.com/person/127620401-Julia-Sawalha
1353,Carl Weathers,"$227,539,160",3,"$75,846,387",https://www.the-numbers.com/person/149880401-Carl-Weathers
1354,Kevin Connolly,"$227,492,195",2,"$113,746,098",https://www.the-numbers.com/person/31090401-Kevin-Connolly
1355,Tom Welling,"$227,260,639",2,"$113,630,320",https://www.the-numbers.com/person/150600401-Tom-Welling
1356,Doug Jones,"$227,120,472",4,"$56,780,118",https://www.the-numbers.com/person/73190401-Doug-Jones
1357,Kate Mara,"$226,654,744",9,"$25,183,860",https://www.the-numbers.com/person/91830401-Kate-Mara
1358,Ludi Lin,"$225,914,903",2,"$112,957,452",https://www.the-numbers.com/person/1317020401-Ludi-Lin
1359,Romany Malco,"$225,895,203",5,"$45,179,041",https://www.the-numbers.com/person/90790401-Romany-Malco
1360,Odeya Rush,"$225,507,914",4,"$56,376,979",https://www.the-numbers.com/person/394040401-Odeya-Rush
1361,Walter Matthau,"$224,669,694",11,"$20,424,518",https://www.the-numbers.com/person/93740401-Walter-Matthau
1362,Deon Richmond,"$224,239,419",2,"$112,119,710",https://www.the-numbers.com/person/121250401-Deon-Richmond
1363,Ronald Pickup,"$224,040,642",2,"$112,020,321",https://www.the-numbers.com/person/114140401-Ronald-Pickup
1364,Logan Miller,"$223,216,831",7,"$31,888,119",https://www.the-numbers.com/person/569540401-Logan-Miller
1365,Sidse Babett Knudsen,"$222,797,376",4,"$55,699,344",https://www.the-numbers.com/person/953520401-Sidse-Babett-Knudsen
1366,Amy O'Neill,"$222,700,000",1,"$222,700,000",https://www.the-numbers.com/person/367150401-Amy-O-Neill
1367,Robert Oliveri,"$222,700,000",1,"$222,700,000",https://www.the-numbers.com/person/367160401-Robert-Oliveri
1368,Thomas Brown,"$222,700,000",1,"$222,700,000",https://www.the-numbers.com/person/367130401-Thomas-Brown
1369,Jared Rushton,"$222,700,000",1,"$222,700,000",https://www.the-numbers.com/person/367140401-Jared-Rushton
1370,Anthony Quinn,"$222,318,536",10,"$22,231,854",https://www.the-numbers.com/person/117520401-Anthony-Quinn
1371,Christopher Daniel Barnes,"$222,299,758",1,"$222,299,758",https://www.the-numbers.com/person/614430401-Christopher-Daniel-Barnes
1372,Michelle Yeoh,"$221,045,813",8,"$27,630,727",https://www.the-numbers.com/person/155880401-Michelle-Yeoh
1373,Nick Cheung,"$220,975,294",4,"$55,243,824",https://www.the-numbers.com/person/27700401-Nick-Cheung
1374,Lacey Chabert,"$220,832,082",17,"$12,990,122",https://www.the-numbers.com/person/26270401-Lacey-Chabert
1375,Koji Yakusho,"$220,490,134",5,"$44,098,027",https://www.the-numbers.com/person/155550401-Koji-Yakusho
1376,Tom Skerritt,"$220,154,180",5,"$44,030,836",https://www.the-numbers.com/person/133090401-Tom-Skerritt
1377,Andrew McCarthy,"$219,930,522",13,"$16,917,732",https://www.the-numbers.com/person/94610401-Andrew-McCarthy
1378,Gabriel Byrne,"$219,032,378",9,"$24,336,931",https://www.the-numbers.com/person/22370401-Gabriel-Byrne
1379,Charles Dance,"$218,831,347",8,"$27,353,918",https://www.the-numbers.com/person/35540401-Charles-Dance
1380,Eva Mendes,"$218,733,544",8,"$27,341,693",https://www.the-numbers.com/person/97860401-Eva-Mendes
1381,Eric Dane,"$217,569,328",3,"$72,523,109",https://www.the-numbers.com/person/35560401-Eric-Dane
1382,Carter Jenkins,"$217,569,328",3,"$72,523,109",https://www.the-numbers.com/person/71860401-Carter-Jenkins
1383,Bryce Robinson,"$217,569,328",1,"$217,569,328",https://www.the-numbers.com/person/259290401-Bryce-Robinson
1384,Gerard Depardieu,"$217,258,082",18,"$12,069,893",https://www.the-numbers.com/person/38900401-Gerard-Depardieu
1385,Francis Ng,"$216,754,933",4,"$54,188,733",https://www.the-numbers.com/person/105640401-Francis-Ng
1386,Steven Wright,"$216,564,840",1,"$216,564,840",https://www.the-numbers.com/person/155110401-Steven-Wright
1387,Columbus Short,"$216,342,632",7,"$30,906,090",https://www.the-numbers.com/person/131700401-Columbus-Short
1388,Emmy Rossum,"$214,981,863",4,"$53,745,466",https://www.the-numbers.com/person/124400401-Emmy-Rossum
1389,Glen Powell,"$214,898,504",7,"$30,699,786",https://www.the-numbers.com/person/617610401-Glen-Powell
1390,Max Thieriot,"$214,740,385",3,"$71,580,128",https://www.the-numbers.com/person/141310401-Max-Thieriot
1391,Shen Teng,"$213,949,747",1,"$213,949,747",https://www.the-numbers.com/person/1156050401-Shen-Teng
1392,Jennifer Grey,"$213,893,795",2,"$106,946,898",https://www.the-numbers.com/person/58340401-Jennifer-Grey
1393,Jimmy Tatro,"$213,682,073",1,"$213,682,073",https://www.the-numbers.com/person/820820401-Jimmy-Tatro
1394,Rachel Bloom,"$213,497,380",4,"$53,374,345",https://www.the-numbers.com/person/1457120401-Rachel-Bloom
1395,Ramon Rodriguez,"$213,463,976",1,"$213,463,976",https://www.the-numbers.com/person/123240401-Ramon-Rodriguez
1396,Taylor Russell,"$213,363,967",4,"$53,340,992",https://www.the-numbers.com/person/1469680401-Taylor-Russell
1397,Peter Stebbings,"$211,562,435",1,"$211,562,435",https://www.the-numbers.com/person/248190401-Peter-Stebbings
1398,Joseph Morgan,"$211,562,435",1,"$211,562,435",https://www.the-numbers.com/person/248200401-Joseph-Morgan
1399,Eleanor Tomlinson,"$211,523,172",2,"$105,761,586",https://www.the-numbers.com/person/142980401-Eleanor-Tomlinson
1400,Gary Sinise,"$211,418,106",3,"$70,472,702",https://www.the-numbers.com/person/1550401-Gary-Sinise
1401,Kal Penn,"$210,502,116",7,"$30,071,731",https://www.the-numbers.com/person/112700401-Kal-Penn
1402,Takeshi Kaneshiro,"$210,407,875",4,"$52,601,969",https://www.the-numbers.com/person/74820401-Takeshi-Kaneshiro
1403,Katrina Kaif,"$210,165,726",10,"$21,016,573",https://www.the-numbers.com/person/268540401-Katrina-Kaif
1404,Jillian Bell,"$209,973,303",8,"$26,246,663",https://www.the-numbers.com/person/802180401-Jillian-Bell
1405,Robert Davi,"$209,676,163",4,"$52,419,041",https://www.the-numbers.com/person/36150401-Robert-Davi
1406,Randall Park,"$209,471,662",4,"$52,367,916",https://www.the-numbers.com/person/353720401-Randall-Park
1407,Victor Ortiz,"$209,461,378",1,"$209,461,378",https://www.the-numbers.com/person/870300401-Victor-Ortiz
1408,Boran Jing,"$209,377,090",5,"$41,875,418",https://www.the-numbers.com/person/185030401-Boran-Jing
1409,Lorraine Gary,"$208,900,376",1,"$208,900,376",https://www.the-numbers.com/person/53200401-Lorraine-Gary
1410,Murray Hamilton,"$208,900,376",1,"$208,900,376",https://www.the-numbers.com/person/60860401-Murray-Hamilton
1411,Gabriel Bateman,"$208,603,789",3,"$69,534,596",https://www.the-numbers.com/person/911240401-Gabriel-Bateman
1412,John Lithgow,"$208,175,212",6,"$34,695,869",https://www.the-numbers.com/person/86400401-John-Lithgow
1413,Jessica Rothe,"$208,094,947",7,"$29,727,850",https://www.the-numbers.com/person/1073420401-Jessica-Rothe
1414,James Todd Smith,"$207,154,748",1,"$207,154,748",https://www.the-numbers.com/person/612760401-James-Todd-Smith
1415,Chloe Cserngey,"$207,039,844",1,"$207,039,844",https://www.the-numbers.com/person/281290401-Chloe-Cserngey
1416,Jessica Tyler Brown,"$207,039,844",1,"$207,039,844",https://www.the-numbers.com/person/281300401-Jessica-Tyler-Brown
1417,Aldis Hodge,"$206,559,801",2,"$103,279,901",https://www.the-numbers.com/person/494250401-Aldis-Hodge
1418,Nicki Minaj,"$206,423,014",2,"$103,211,507",https://www.the-numbers.com/person/258350401-Nicki-Minaj
1419,Thomasin McKenzie,"$206,085,686",4,"$51,521,422",https://www.the-numbers.com/person/954280401-Thomasin-McKenzie
1420,Pat Morita,"$205,961,602",3,"$68,653,867",https://www.the-numbers.com/person/102130401-Pat-Morita
1421,Yoo Ah-in,"$205,752,251",10,"$20,575,225",https://www.the-numbers.com/person/1089590401-Yoo-Ah-in
1422,Melanie Griffith,"$205,552,430",12,"$17,129,369",https://www.the-numbers.com/person/58610401-Melanie-Griffith
1423,Noah Cyrus,"$205,162,666",1,"$205,162,666",https://www.the-numbers.com/person/34750401-Noah-Cyrus
1424,Li Yifeng,"$205,107,813",3,"$68,369,271",https://www.the-numbers.com/person/1063570401-Li-Yifeng
1425,Jennifer Beals,"$205,063,574",3,"$68,354,525",https://www.the-numbers.com/person/11660401-Jennifer-Beals
1426,Demi Lovato,"$204,401,378",2,"$102,200,689",https://www.the-numbers.com/person/1064390401-Demi-Lovato
1427,Kali Hawk,"$203,870,664",3,"$67,956,888",https://www.the-numbers.com/person/63220401-Kali-Hawk
1428,Billy Crudup,"$203,599,671",10,"$20,359,967",https://www.the-numbers.com/person/960401-Billy-Crudup
