,name,Worldwide_Box_Office,number_of_movies,average_box,link
0,"Robert Downey, Jr.","$14,394,130,148",43,"$334,747,213",https://www.the-numbers.com/person/41500401-Robert-Downey-Jr
1,Samuel L. Jackson,"$14,337,608,559",63,"$227,581,088",https://www.the-numbers.com/person/670401-Samuel-L-Jackson
2,Scarlett Johansson,"$14,112,793,346",31,"$455,251,398",https://www.the-numbers.com/person/72460401-Scarlett-Johansson
3,Chris Hemsworth,"$11,196,972,897",25,"$447,878,916",https://www.the-numbers.com/person/64300401-Chris-Hemsworth
4,Chris Evans,"$11,057,993,458",27,"$409,555,313",https://www.the-numbers.com/person/45600401-Chris-Evans
5,Zoe Saldana,"$10,973,139,576",28,"$391,897,842",https://www.the-numbers.com/person/126330401-Zoe-Saldana
6,Chris Pratt,"$10,738,359,948",20,"$536,917,997",https://www.the-numbers.com/person/116290401-Chris-Pratt
7,Tom Hanks,"$10,691,083,366",53,"$201,718,554",https://www.the-numbers.com/person/650401-Tom-Hanks
8,Vin Diesel,"$10,536,114,008",26,"$405,235,154",https://www.the-numbers.com/person/39880401-Vin-Diesel
9,Bradley Cooper,"$10,397,723,313",27,"$385,100,863",https://www.the-numbers.com/person/31530401-Bradley-Cooper
10,Johnny Depp,"$10,326,727,976",51,"$202,484,862",https://www.the-numbers.com/person/580401-Johnny-Depp
11,Tom Cruise,"$10,059,691,870",43,"$233,946,323",https://www.the-numbers.com/person/540401-Tom-Cruise
12,Mark Ruffalo,"$9,834,109,236",22,"$447,004,965",https://www.the-numbers.com/person/125130401-Mark-Ruffalo
13,Dwayne Johnson,"$9,584,426,933",35,"$273,840,770",https://www.the-numbers.com/person/72720401-Dwayne-Johnson
14,Emma Watson,"$9,261,423,651",15,"$617,428,243",https://www.the-numbers.com/person/149580401-Emma-Watson
15,Don Cheadle,"$9,073,166,670",22,"$412,416,667",https://www.the-numbers.com/person/27210401-Don-Cheadle
16,Jeremy Renner,"$8,859,428,968",18,"$492,190,498",https://www.the-numbers.com/person/120260401-Jeremy-Renner
17,Will Smith,"$8,595,183,402",34,"$252,799,512",https://www.the-numbers.com/person/770401-Will-Smith
18,Daniel Radcliffe,"$8,206,070,778",22,"$373,003,217",https://www.the-numbers.com/person/117730401-Daniel-Radcliffe
19,Harrison Ford,"$7,782,864,843",42,"$185,306,306",https://www.the-numbers.com/person/600401-Harrison-Ford
20,Tom Holland,"$7,702,581,461",15,"$513,505,431",https://www.the-numbers.com/person/185380401-Tom-Holland
21,Rupert Grint,"$7,697,705,653",13,"$592,131,204",https://www.the-numbers.com/person/58830401-Rupert-Grint
22,Karen Gillan,"$7,681,518,138",13,"$590,886,011",https://www.the-numbers.com/person/726510401-Karen-Gillan
23,Josh Brolin,"$7,666,296,472",23,"$333,317,238",https://www.the-numbers.com/person/19430401-Josh-Brolin
24,Chadwick Boseman,"$7,653,181,530",11,"$695,743,775",https://www.the-numbers.com/person/354230401-Chadwick-Boseman
25,Elizabeth Olsen,"$7,476,898,853",14,"$534,064,204",https://www.the-numbers.com/person/223390401-Elizabeth-Olsen
26,Benedict Cumberbatch,"$7,366,268,076",16,"$460,391,755",https://www.the-numbers.com/person/34260401-Benedict-Cumberbatch
27,Dave Bautista,"$7,216,896,758",20,"$360,844,838",https://www.the-numbers.com/person/432600401-Dave-Bautista
28,Sebastian Stan,"$7,121,004,921",10,"$712,100,492",https://www.the-numbers.com/person/136000401-Sebastian-Stan
29,Leonardo DiCaprio,"$7,101,006,061",26,"$273,115,618",https://www.the-numbers.com/person/39750401-Leonardo-DiCaprio
30,Matt Damon,"$7,030,499,663",42,"$167,392,849",https://www.the-numbers.com/person/550401-Matt-Damon
31,Tom Hiddleston,"$6,949,648,068",13,"$534,588,313",https://www.the-numbers.com/person/65500401-Tom-Hiddleston
32,Paul Bettany,"$6,881,752,878",14,"$491,553,777",https://www.the-numbers.com/person/14140401-Paul-Bettany
33,Bruce Willis,"$6,756,392,604",74,"$91,302,603",https://www.the-numbers.com/person/830401-Bruce-Willis
34,Eddie Murphy,"$6,750,250,176",42,"$160,720,242",https://www.the-numbers.com/person/700401-Eddie-Murphy
35,Brad Pitt,"$6,620,766,208",43,"$153,971,307",https://www.the-numbers.com/person/730401-Brad-Pitt
36,Liam Neeson,"$6,613,936,760",53,"$124,791,260",https://www.the-numbers.com/person/710401-Liam-Neeson
37,Ben Stiller,"$6,377,724,340",34,"$187,580,128",https://www.the-numbers.com/person/137430401-Ben-Stiller
38,Hugh Jackman,"$6,373,310,698",33,"$193,130,627",https://www.the-numbers.com/person/70600401-Hugh-Jackman
39,Ian McKellen,"$6,267,802,557",18,"$348,211,253",https://www.the-numbers.com/person/1300401-Ian-McKellen
40,Steve Carell,"$6,181,110,962",27,"$228,930,036",https://www.the-numbers.com/person/24120401-Steve-Carell
41,Letitia Wright,"$6,178,836,526",9,"$686,537,392",https://www.the-numbers.com/person/775930401-Letitia-Wright
42,Danai Gurira,"$6,178,835,408",4,"$1,544,708,852",https://www.the-numbers.com/person/331390401-Danai-Gurira
43,Gwyneth Paltrow,"$6,169,154,649",20,"$308,457,732",https://www.the-numbers.com/person/1350401-Gwyneth-Paltrow
44,Jennifer Lawrence,"$5,997,791,746",22,"$272,626,898",https://www.the-numbers.com/person/82930401-Jennifer-Lawrence
45,Nicolas Cage,"$5,962,537,381",84,"$70,982,588",https://www.the-numbers.com/person/520401-Nicolas-Cage
46,Cameron Diaz,"$5,827,589,772",28,"$208,128,206",https://www.the-numbers.com/person/590401-Cameron-Diaz
47,Ewan McGregor,"$5,800,010,369",34,"$170,588,540",https://www.the-numbers.com/person/1290401-Ewan-McGregor
48,Pom Klementieff,"$5,714,725,656",4,"$1,428,681,414",https://www.the-numbers.com/person/670250401-Pom-Klementieff
49,Mark Wahlberg,"$5,583,595,018",42,"$132,942,739",https://www.the-numbers.com/person/1650401-Mark-Wahlberg
50,Benedict Wong,"$5,551,640,411",5,"$1,110,328,082",https://www.the-numbers.com/person/154300401-Benedict-Wong
51,Josh Gad,"$5,441,114,635",16,"$340,069,665",https://www.the-numbers.com/person/51910401-Josh-Gad
52,Julia Roberts,"$5,269,515,038",36,"$146,375,418",https://www.the-numbers.com/person/750401-Julia-Roberts
53,Adam Sandler,"$5,236,819,698",40,"$130,920,492",https://www.the-numbers.com/person/126870401-Adam-Sandler
54,Jim Carrey,"$5,216,380,435",30,"$173,879,348",https://www.the-numbers.com/person/530401-Jim-Carrey
55,Sandra Bullock,"$5,214,079,206",34,"$153,355,271",https://www.the-numbers.com/person/510401-Sandra-Bullock
56,Idris Elba,"$5,126,820,419",28,"$183,100,729",https://www.the-numbers.com/person/44170401-Idris-Elba
57,Ryan Reynolds,"$5,078,796,967",40,"$126,969,924",https://www.the-numbers.com/person/120550401-Ryan-Reynolds
58,Jack Black,"$5,006,264,491",26,"$192,548,634",https://www.the-numbers.com/person/15110401-Jack-Black
59,Ben Affleck,"$5,003,816,536",44,"$113,723,103",https://www.the-numbers.com/person/2700401-Ben-Affleck
60,Robert De Niro,"$4,965,442,989",74,"$67,100,581",https://www.the-numbers.com/person/560401-Robert-De-Niro
61,Jason Statham,"$4,961,352,261",38,"$130,561,902",https://www.the-numbers.com/person/136350401-Jason-Statham
62,Sylvester Stallone,"$4,948,020,180",51,"$97,020,004",https://www.the-numbers.com/person/135950401-Sylvester-Stallone
63,Ralph Fiennes,"$4,915,600,710",25,"$196,624,028",https://www.the-numbers.com/person/47990401-Ralph-Fiennes
64,Daisy Ridley,"$4,848,682,799",7,"$692,668,971",https://www.the-numbers.com/person/921750401-Daisy-Ridley
65,Daniel Craig,"$4,846,580,784",17,"$285,092,987",https://www.the-numbers.com/person/32980401-Daniel-Craig
66,Owen Wilson,"$4,839,125,912",36,"$134,420,164",https://www.the-numbers.com/person/153250401-Owen-Wilson
67,Paul Rudd,"$4,833,378,296",28,"$172,620,653",https://www.the-numbers.com/person/125000401-Paul-Rudd
68,Natalie Portman,"$4,815,472,689",31,"$155,337,829",https://www.the-numbers.com/person/115800401-Natalie-Portman
69,John Boyega,"$4,792,531,794",13,"$368,656,292",https://www.the-numbers.com/person/256230401-John-Boyega
70,Morgan Freeman,"$4,791,716,763",44,"$108,902,654",https://www.the-numbers.com/person/610401-Morgan-Freeman
71,Christian Bale,"$4,779,496,998",34,"$140,573,441",https://www.the-numbers.com/person/9490401-Christian-Bale
72,Adam Driver,"$4,774,957,232",18,"$265,275,402",https://www.the-numbers.com/person/287130401-Adam-Driver
73,Robin Williams,"$4,760,846,863",37,"$128,671,537",https://www.the-numbers.com/person/820401-Robin-Williams
74,Orlando Bloom,"$4,721,704,346",20,"$236,085,217",https://www.the-numbers.com/person/15940401-Orlando-Bloom
75,Mel Gibson,"$4,714,308,269",48,"$98,214,756",https://www.the-numbers.com/person/630401-Mel-Gibson
76,Brie Larson,"$4,591,846,532",11,"$417,440,594",https://www.the-numbers.com/person/82280401-Brie-Larson
77,George Clooney,"$4,539,205,657",34,"$133,506,049",https://www.the-numbers.com/person/29530401-George-Clooney
78,Simon Pegg,"$4,503,980,715",25,"$180,159,229",https://www.the-numbers.com/person/112400401-Simon-Pegg
79,Arnold Schwarzenegger,"$4,475,431,178",34,"$131,630,329",https://www.the-numbers.com/person/128750401-Arnold-Schwarzenegger
80,Kevin Hart,"$4,468,845,087",31,"$144,156,293",https://www.the-numbers.com/person/62630401-Kevin-Hart
81,Shia LaBeouf,"$4,461,899,544",26,"$171,611,521",https://www.the-numbers.com/person/80850401-Shia-LaBeouf
82,Martin Freeman,"$4,429,050,678",11,"$402,640,971",https://www.the-numbers.com/person/51040401-Martin-Freeman
83,Meryl Streep,"$4,411,093,661",48,"$91,897,785",https://www.the-numbers.com/person/780401-Meryl-Streep
84,Anthony Mackie,"$4,393,789,697",20,"$219,689,485",https://www.the-numbers.com/person/89770401-Anthony-Mackie
85,Keanu Reeves,"$4,383,738,846",47,"$93,271,039",https://www.the-numbers.com/person/1470401-Keanu-Reeves
86,Jon Favreau,"$4,340,452,504",6,"$723,408,751",https://www.the-numbers.com/person/46750401-Jon-Favreau
87,Mark Hamill,"$4,274,618,823",13,"$328,816,833",https://www.the-numbers.com/person/60740401-Mark-Hamill
88,Denzel Washington,"$4,234,898,823",47,"$90,104,230",https://www.the-numbers.com/person/1660401-Denzel-Washington
89,Keegan-Michael Key,"$4,217,115,877",13,"$324,393,529",https://www.the-numbers.com/person/327290401-Keegan-Michael-Key
90,Anthony Hopkins,"$4,207,652,650",37,"$113,720,342",https://www.the-numbers.com/person/67450401-Anthony-Hopkins
91,Tim Allen,"$4,190,330,086",20,"$209,516,504",https://www.the-numbers.com/person/850401-Tim-Allen
92,Keira Knightley,"$4,176,501,887",26,"$160,634,688",https://www.the-numbers.com/person/78970401-Keira-Knightley
93,Geoffrey Rush,"$4,131,571,549",16,"$258,223,222",https://www.the-numbers.com/person/125310401-Geoffrey-Rush
94,Mike Myers,"$4,101,057,588",14,"$292,932,685",https://www.the-numbers.com/person/104060401-Mike-Myers
95,Sam Worthington,"$4,094,831,360",23,"$178,036,146",https://www.the-numbers.com/person/154880401-Sam-Worthington
96,Paul Walker,"$4,080,572,291",16,"$255,035,768",https://www.the-numbers.com/person/148160401-Paul-Walker
97,Kristen Stewart,"$4,041,626,537",28,"$144,343,805",https://www.the-numbers.com/person/137280401-Kristen-Stewart
98,Michelle Rodriguez,"$4,030,838,019",16,"$251,927,376",https://www.the-numbers.com/person/123210401-Michelle-Rodriguez
99,John Travolta,"$3,998,739,910",51,"$78,406,665",https://www.the-numbers.com/person/790401-John-Travolta
100,Angelina Jolie,"$3,986,245,142",23,"$173,315,006",https://www.the-numbers.com/person/680401-Angelina-Jolie
101,Jude Law,"$3,980,080,473",33,"$120,608,499",https://www.the-numbers.com/person/1220401-Jude-Law
102,Evangeline Lilly,"$3,940,885,405",7,"$562,983,629",https://www.the-numbers.com/person/85780401-Evangeline-Lilly
103,Nicole Kidman,"$3,932,218,351",52,"$75,619,584",https://www.the-numbers.com/person/690401-Nicole-Kidman
104,Robert Pattinson,"$3,896,064,838",22,"$177,093,856",https://www.the-numbers.com/person/111800401-Robert-Pattinson
105,Channing Tatum,"$3,872,553,592",28,"$138,305,485",https://www.the-numbers.com/person/140350401-Channing-Tatum
106,Anne Hathaway,"$3,858,519,647",29,"$133,052,402",https://www.the-numbers.com/person/63020401-Anne-Hathaway
107,Seth Rogen,"$3,706,874,324",23,"$161,168,449",https://www.the-numbers.com/person/123340401-Seth-Rogen
108,Taylor Lautner,"$3,691,610,056",10,"$369,161,006",https://www.the-numbers.com/person/82690401-Taylor-Lautner
109,Viggo Mortensen,"$3,682,726,306",23,"$160,118,535",https://www.the-numbers.com/person/102510401-Viggo-Mortensen
110,Lupita Nyong'o,"$3,629,218,248",8,"$453,652,281",https://www.the-numbers.com/person/469110401-Lupita-Nyong-o
111,Michael Douglas,"$3,616,668,277",35,"$103,333,379",https://www.the-numbers.com/person/41310401-Michael-Douglas
112,Cate Blanchett,"$3,608,705,602",26,"$138,796,369",https://www.the-numbers.com/person/500401-Cate-Blanchett
113,John Leguizamo,"$3,572,344,410",22,"$162,379,291",https://www.the-numbers.com/person/84090401-John-Leguizamo
114,Michelle Pfeiffer,"$3,571,707,079",35,"$102,048,774",https://www.the-numbers.com/person/113610401-Michelle-Pfeiffer
115,Andy Serkis,"$3,531,057,495",9,"$392,339,722",https://www.the-numbers.com/person/129920401-Andy-Serkis
116,Tommy Lee Jones,"$3,515,229,679",27,"$130,193,692",https://www.the-numbers.com/person/73640401-Tommy-Lee-Jones
117,Colin Firth,"$3,491,420,980",34,"$102,688,852",https://www.the-numbers.com/person/48350401-Colin-Firth
118,Kristen Bell,"$3,488,922,596",19,"$183,627,505",https://www.the-numbers.com/person/12490401-Kristen-Bell
119,Kate Winslet,"$3,485,606,627",29,"$120,193,332",https://www.the-numbers.com/person/840401-Kate-Winslet
120,James McAvoy,"$3,452,635,384",21,"$164,411,209",https://www.the-numbers.com/person/94340401-James-McAvoy
121,Ben Kingsley,"$3,439,826,819",21,"$163,801,277",https://www.the-numbers.com/person/78050401-Ben-Kingsley
122,Charlize Theron,"$3,434,670,820",30,"$114,489,027",https://www.the-numbers.com/person/1600401-Charlize-Theron
123,Woody Harrelson,"$3,424,566,484",40,"$85,614,162",https://www.the-numbers.com/person/61970401-Woody-Harrelson
124,Russell Crowe,"$3,356,039,900",38,"$88,316,839",https://www.the-numbers.com/person/33810401-Russell-Crowe
125,Henry Cavill,"$3,329,887,636",10,"$332,988,764",https://www.the-numbers.com/person/25980401-Henry-Cavill
126,Denis Leary,"$3,292,639,913",9,"$365,848,879",https://www.the-numbers.com/person/83360401-Denis-Leary
127,Kevin Costner,"$3,286,370,061",40,"$82,159,252",https://www.the-numbers.com/person/950401-Kevin-Costner
128,Pierce Brosnan,"$3,280,755,947",29,"$113,129,515",https://www.the-numbers.com/person/19740401-Pierce-Brosnan
129,Ray Romano,"$3,278,194,617",9,"$364,243,846",https://www.the-numbers.com/person/123620401-Ray-Romano
130,Oscar Isaac,"$3,277,914,315",23,"$142,518,014",https://www.the-numbers.com/person/70200401-Oscar-Isaac
131,Chris Pine,"$3,274,045,095",18,"$181,891,394",https://www.the-numbers.com/person/114400401-Chris-Pine
132,Will Ferrell,"$3,219,796,402",35,"$91,994,183",https://www.the-numbers.com/person/47530401-Will-Ferrell
133,Jamie Foxx,"$3,212,934,640",28,"$114,747,666",https://www.the-numbers.com/person/50440401-Jamie-Foxx
134,Colin Farrell,"$3,209,376,105",31,"$103,528,261",https://www.the-numbers.com/person/46560401-Colin-Farrell
135,Tobey Maguire,"$3,201,849,585",11,"$291,077,235",https://www.the-numbers.com/person/90320401-Tobey-Maguire
136,John Goodman,"$3,162,170,158",22,"$143,735,007",https://www.the-numbers.com/person/56260401-John-Goodman
137,Gerard Butler,"$3,144,880,931",30,"$104,829,364",https://www.the-numbers.com/person/22060401-Gerard-Butler
138,Carrie Fisher,"$3,131,689,263",7,"$447,384,180",https://www.the-numbers.com/person/48440401-Carrie-Fisher
139,Chris Rock,"$3,101,157,795",20,"$155,057,890",https://www.the-numbers.com/person/122980401-Chris-Rock
140,Bill Murray,"$3,068,136,325",35,"$87,661,038",https://www.the-numbers.com/person/103790401-Bill-Murray
141,Kevin James,"$3,052,694,456",16,"$190,793,404",https://www.the-numbers.com/person/71320401-Kevin-James
142,Zendaya,"$3,051,158,482",7,"$435,879,783",https://www.the-numbers.com/person/1321320401-Zendaya
143,Alan Tudyk,"$2,991,312,675",9,"$332,368,075",https://www.the-numbers.com/person/144190401-Alan-Tudyk
144,Kristen Wiig,"$2,974,770,386",19,"$156,566,862",https://www.the-numbers.com/person/152060401-Kristen-Wiig
145,Matthew McConaughey,"$2,945,808,944",29,"$101,579,619",https://www.the-numbers.com/person/94990401-Matthew-McConaughey
146,Ben Mendelsohn,"$2,942,115,578",11,"$267,465,053",https://www.the-numbers.com/person/97850401-Ben-Mendelsohn
147,Jackie Chan,"$2,941,335,005",36,"$81,703,750",https://www.the-numbers.com/person/26510401-Jackie-Chan
148,Michael Fassbender,"$2,934,839,291",25,"$117,393,572",https://www.the-numbers.com/person/46650401-Michael-Fassbender
149,Dustin Hoffman,"$2,895,370,565",32,"$90,480,330",https://www.the-numbers.com/person/660401-Dustin-Hoffman
150,Emma Thompson,"$2,869,723,714",19,"$151,038,090",https://www.the-numbers.com/person/141860401-Emma-Thompson
151,Sacha Baron Cohen,"$2,851,019,519",10,"$285,101,952",https://www.the-numbers.com/person/10420401-Sacha-Baron-Cohen
152,Amy Adams,"$2,821,953,583",20,"$141,097,679",https://www.the-numbers.com/person/2290401-Amy-Adams
153,Terry Notary,"$2,806,558,907",2,"$1,403,279,454",https://www.the-numbers.com/person/258000401-Terry-Notary
154,Antonio Banderas,"$2,804,434,154",28,"$100,158,363",https://www.the-numbers.com/person/9810401-Antonio-Banderas
155,Jake Gyllenhaal,"$2,796,597,669",30,"$93,219,922",https://www.the-numbers.com/person/59780401-Jake-Gyllenhaal
156,Javier Bardem,"$2,788,715,895",21,"$132,795,995",https://www.the-numbers.com/person/10110401-Javier-Bardem
157,Reese Witherspoon,"$2,774,998,096",35,"$79,285,660",https://www.the-numbers.com/person/154020401-Reese-Witherspoon
158,Queen Latifah,"$2,740,732,053",17,"$161,219,533",https://www.the-numbers.com/person/82460401-Queen-Latifah
159,Richard Gere,"$2,729,343,714",45,"$60,652,083",https://www.the-numbers.com/person/1100401-Richard-Gere
160,Angela Bassett,"$2,727,984,330",14,"$194,856,024",https://www.the-numbers.com/person/11170401-Angela-Bassett
161,Idina Menzel,"$2,710,949,453",2,"$1,355,474,727",https://www.the-numbers.com/person/98030401-Idina-Menzel
162,Tom Hardy,"$2,683,623,646",17,"$157,860,214",https://www.the-numbers.com/person/61660401-Tom-Hardy
163,Emily Blunt,"$2,671,856,132",26,"$102,763,697",https://www.the-numbers.com/person/16050401-Emily-Blunt
164,Robert Redford,"$2,626,191,460",32,"$82,068,483",https://www.the-numbers.com/person/119360401-Robert-Redford
165,Michael Caine,"$2,625,330,801",33,"$79,555,479",https://www.the-numbers.com/person/22680401-Michael-Caine
166,Michael PeÃ±a,"$2,608,674,022",20,"$130,433,701",https://www.the-numbers.com/person/112650401-Michael-PeA-a
167,Jada Pinkett Smith,"$2,603,760,065",9,"$289,306,674",https://www.the-numbers.com/person/114500401-Jada-Pinkett-Smith
168,Chiwetel Ejiofor,"$2,602,185,496",15,"$173,479,033",https://www.the-numbers.com/person/44080401-Chiwetel-Ejiofor
169,Patrick Stewart,"$2,594,093,637",17,"$152,593,743",https://www.the-numbers.com/person/137320401-Patrick-Stewart
170,Gal Gadot,"$2,580,293,317",9,"$286,699,257",https://www.the-numbers.com/person/51930401-Gal-Gadot
171,Zach Galifianakis,"$2,559,342,472",15,"$170,622,831",https://www.the-numbers.com/person/52140401-Zach-Galifianakis
172,Willem Dafoe,"$2,547,125,376",34,"$74,915,452",https://www.the-numbers.com/person/35070401-Willem-Dafoe
173,Elijah Wood,"$2,518,111,573",22,"$114,459,617",https://www.the-numbers.com/person/154450401-Elijah-Wood
174,BeyoncÃ© Knowles,"$2,482,625,181",8,"$310,328,148",https://www.the-numbers.com/person/79060401-BeyoncA-Knowles
175,Jennifer Aniston,"$2,473,061,747",30,"$82,435,392",https://www.the-numbers.com/person/5370401-Jennifer-Aniston
176,Helena Bonham Carter,"$2,467,302,896",29,"$85,079,410",https://www.the-numbers.com/person/16670401-Helena-Bonham-Carter
177,Rachel McAdams,"$2,467,224,865",21,"$117,486,898",https://www.the-numbers.com/person/94240401-Rachel-McAdams
178,Tilda Swinton,"$2,466,315,772",22,"$112,105,262",https://www.the-numbers.com/person/139550401-Tilda-Swinton
179,Michael Keaton,"$2,462,756,739",18,"$136,819,819",https://www.the-numbers.com/person/75920401-Michael-Keaton
180,Clint Eastwood,"$2,447,585,090",48,"$50,991,356",https://www.the-numbers.com/person/43320401-Clint-Eastwood
181,Emma Stone,"$2,439,303,100",16,"$152,456,444",https://www.the-numbers.com/person/137720401-Emma-Stone
182,Kurt Russell,"$2,436,250,402",37,"$65,844,605",https://www.the-numbers.com/person/125460401-Kurt-Russell
183,Tyrese Gibson,"$2,435,760,721",12,"$202,980,060",https://www.the-numbers.com/person/54430401-Tyrese-Gibson
184,Amanda Seyfried,"$2,431,149,411",23,"$105,702,148",https://www.the-numbers.com/person/130130401-Amanda-Seyfried
185,Alec Baldwin,"$2,428,586,812",27,"$89,947,660",https://www.the-numbers.com/person/9430401-Alec-Baldwin
186,Kevin Kline,"$2,428,336,954",21,"$115,635,093",https://www.the-numbers.com/person/78720401-Kevin-Kline
187,Jack Nicholson,"$2,416,865,240",30,"$80,562,175",https://www.the-numbers.com/person/720401-Jack-Nicholson
188,Anthony Daniels,"$2,404,483,628",3,"$801,494,543",https://www.the-numbers.com/person/35650401-Anthony-Daniels
189,Jonah Hill,"$2,399,094,336",17,"$141,123,196",https://www.the-numbers.com/person/65730401-Jonah-Hill
190,Alan Rickman,"$2,375,427,439",9,"$263,936,382",https://www.the-numbers.com/person/740401-Alan-Rickman
191,Dennis Quaid,"$2,347,181,170",49,"$47,901,657",https://www.the-numbers.com/person/1440401-Dennis-Quaid
192,Zac Efron,"$2,336,243,981",21,"$111,249,713",https://www.the-numbers.com/person/43850401-Zac-Efron
193,Jesse Eisenberg,"$2,320,939,201",22,"$105,497,236",https://www.the-numbers.com/person/44070401-Jesse-Eisenberg
194,Rowan Atkinson,"$2,315,067,621",9,"$257,229,736",https://www.the-numbers.com/person/870401-Rowan-Atkinson
195,Steve Martin,"$2,299,444,970",36,"$63,873,471",https://www.the-numbers.com/person/92990401-Steve-Martin
196,Al Pacino,"$2,288,331,656",44,"$52,007,538",https://www.the-numbers.com/person/1340401-Al-Pacino
197,Rami Malek,"$2,287,641,090",8,"$285,955,136",https://www.the-numbers.com/person/90840401-Rami-Malek
198,Aaron Taylor-Johnson,"$2,283,332,351",11,"$207,575,668",https://www.the-numbers.com/person/790600401-Aaron-Taylor-Johnson
199,Jeff Bridges,"$2,276,331,012",25,"$91,053,240",https://www.the-numbers.com/person/18970401-Jeff-Bridges
200,PenÃ©lope Cruz,"$2,271,745,449",22,"$103,261,157",https://www.the-numbers.com/person/33910401-PenA-lope-Cruz
201,Jason Momoa,"$2,259,642,995",11,"$205,422,090",https://www.the-numbers.com/person/219050401-Jason-Momoa
202,John Cusack,"$2,249,636,122",58,"$38,786,830",https://www.the-numbers.com/person/34580401-John-Cusack
203,David Spade,"$2,249,545,612",15,"$149,969,707",https://www.the-numbers.com/person/135050401-David-Spade
204,Donnie Yen,"$2,229,660,207",20,"$111,483,010",https://www.the-numbers.com/person/155860401-Donnie-Yen
205,Jason Bateman,"$2,215,366,836",18,"$123,075,935",https://www.the-numbers.com/person/11260401-Jason-Bateman
206,Margot Robbie,"$2,198,173,315",17,"$129,304,313",https://www.the-numbers.com/person/654620401-Margot-Robbie
207,Catherine Zeta-Jones,"$2,164,824,276",19,"$113,938,120",https://www.the-numbers.com/person/157130401-Catherine-Zeta-Jones
208,Ezra Miller,"$2,164,431,732",10,"$216,443,173",https://www.the-numbers.com/person/210140401-Ezra-Miller
209,John C. Reilly,"$2,160,275,807",19,"$113,698,727",https://www.the-numbers.com/person/119980401-John-C-Reilly
210,Chris âLudacrisâ Bridges,"$2,144,647,012",5,"$428,929,402",https://www.the-numbers.com/person/18950401-Chris-a-Ludacrisa-Bridges
211,Eddie Redmayne,"$2,143,228,343",11,"$194,838,940",https://www.the-numbers.com/person/119440401-Eddie-Redmayne
212,Rachel Weisz,"$2,139,462,641",24,"$89,144,277",https://www.the-numbers.com/person/150460401-Rachel-Weisz
213,Michael B. Jordan,"$2,136,204,503",18,"$118,678,028",https://www.the-numbers.com/person/73810401-Michael-B-Jordan
214,Karl Urban,"$2,124,949,005",11,"$193,177,182",https://www.the-numbers.com/person/145090401-Karl-Urban
215,Jordana Brewster,"$2,116,467,915",7,"$302,352,559",https://www.the-numbers.com/person/18880401-Jordana-Brewster
216,Bill Hader,"$2,111,067,350",11,"$191,915,214",https://www.the-numbers.com/person/59990401-Bill-Hader
217,Justin Long,"$2,108,532,061",23,"$91,675,307",https://www.the-numbers.com/person/87380401-Justin-Long
218,Matthew Broderick,"$2,103,127,556",19,"$110,690,924",https://www.the-numbers.com/person/19370401-Matthew-Broderick
219,Eva Green,"$2,091,991,223",16,"$130,749,451",https://www.the-numbers.com/person/57810401-Eva-Green
220,Benicio del Toro,"$2,071,902,145",17,"$121,876,597",https://www.the-numbers.com/person/38290401-Benicio-del-Toro
221,Forest Whitaker,"$2,064,233,620",28,"$73,722,629",https://www.the-numbers.com/person/1690401-Forest-Whitaker
222,Julie Walters,"$2,056,981,758",11,"$186,998,342",https://www.the-numbers.com/person/148590401-Julie-Walters
223,Donald Glover,"$2,051,647,600",4,"$512,911,900",https://www.the-numbers.com/person/163150401-Donald-Glover
224,Hugh Grant,"$2,051,280,428",14,"$146,520,031",https://www.the-numbers.com/person/57420401-Hugh-Grant
225,Danny DeVito,"$2,042,767,098",24,"$85,115,296",https://www.the-numbers.com/person/453860401-Danny-DeVito
226,Holly Hunter,"$2,038,296,403",9,"$226,477,378",https://www.the-numbers.com/person/1180401-Holly-Hunter
227,Demi Moore,"$2,030,513,719",27,"$75,204,212",https://www.the-numbers.com/person/101280401-Demi-Moore
228,Billy Crystal,"$2,027,793,353",15,"$135,186,224",https://www.the-numbers.com/person/33960401-Billy-Crystal
229,Jay Baruchel,"$2,027,144,752",15,"$135,142,983",https://www.the-numbers.com/person/11020401-Jay-Baruchel
230,Michael J. Fox,"$2,005,162,362",21,"$95,483,922",https://www.the-numbers.com/person/50350401-Michael-J-Fox
231,Michelle Williams,"$2,004,479,221",19,"$105,498,906",https://www.the-numbers.com/person/152660401-Michelle-Williams
232,Ellen DeGeneres,"$1,973,906,048",3,"$657,968,683",https://www.the-numbers.com/person/38160401-Ellen-DeGeneres
233,Annette Bening,"$1,971,641,979",24,"$82,151,749",https://www.the-numbers.com/person/12960401-Annette-Bening
234,Jet Li,"$1,969,930,693",14,"$140,709,335",https://www.the-numbers.com/person/85550401-Jet-Li
235,Luke Evans,"$1,967,782,344",13,"$151,367,873",https://www.the-numbers.com/person/164220401-Luke-Evans
236,Dolph Lundgren,"$1,962,189,962",21,"$93,437,617",https://www.the-numbers.com/person/88590401-Dolph-Lundgren
237,Nathalie Emmanuel,"$1,957,781,741",2,"$978,890,871",https://www.the-numbers.com/person/1008390401-Nathalie-Emmanuel
238,Nick Jonas,"$1,945,567,139",8,"$243,195,892",https://www.the-numbers.com/person/73090401-Nick-Jonas
239,Mads Mikkelsen,"$1,944,668,141",14,"$138,904,867",https://www.the-numbers.com/person/98910401-Mads-Mikkelsen
