,name,Worldwide_Box_Office,number_of_movies,average_box,link
0,Warner Bros.,"$19,906,841,476",276,"$46,732,441,541",https://www.the-numbers.com/movies/production-company/Warner-Bros
1,Universal Pictures,"$19,650,944,590",299,"$45,965,808,227",https://www.the-numbers.com/movies/production-company/Universal-Pictures
2,Columbia Pictures,"$19,542,545,021",265,"$43,125,442,260",https://www.the-numbers.com/movies/production-company/Columbia-Pictures
3,Walt Disney Pictures,"$16,572,409,360",140,"$39,591,325,267",https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures
4,Paramount Pictures,"$15,064,293,031",227,"$32,957,407,649",https://www.the-numbers.com/movies/production-company/Paramount-Pictures
5,Marvel Studios,"$13,767,883,354",65,"$35,331,876,671",https://www.the-numbers.com/movies/production-company/Marvel-Studios
6,20th Century Fox,"$10,530,111,275",112,"$25,987,093,697",https://www.the-numbers.com/movies/production-company/20th-Century-Fox
7,Relativity Media,"$7,363,230,475",118,"$15,378,130,262",https://www.the-numbers.com/movies/production-company/Relativity-Media
8,New Line Cinema,"$7,251,263,831",124,"$16,798,143,425",https://www.the-numbers.com/movies/production-company/New-Line-Cinema
9,DreamWorks Pictures,"$6,763,434,533",84,"$13,477,894,882",https://www.the-numbers.com/movies/production-company/DreamWorks-Pictures
10,Legendary Pictures,"$6,509,952,532",64,"$17,015,858,477",https://www.the-numbers.com/movies/production-company/Legendary-Pictures
11,Dune Entertainment,"$6,307,177,998",70,"$16,544,624,035",https://www.the-numbers.com/movies/production-company/Dune-Entertainment
12,Disney-Pixar,"$6,076,943,959",29,"$14,685,170,698",https://www.the-numbers.com/movies/production-company/Pixar
13,Amblin Entertainment,"$5,955,534,169",64,"$14,608,152,772",https://www.the-numbers.com/movies/production-company/Amblin-Entertainment
14,Village Roadshow Productions,"$5,913,325,630",85,"$14,033,384,459",https://www.the-numbers.com/movies/production-company/Village-Roadshow-Productions
15,Regency Enterprises,"$5,906,823,248",143,"$12,894,663,314",https://www.the-numbers.com/movies/production-company/Regency-Enterprises
16,DreamWorks Animation,"$5,792,147,875",46,"$15,648,237,640",https://www.the-numbers.com/movies/production-company/DreamWorks-Animation
17,Lucasfilm,"$5,673,032,647",24,"$11,639,978,113",https://www.the-numbers.com/movies/production-company/Lucasfilm
18,Metro-Goldwyn-Mayer Pictures,"$5,564,260,845",126,"$13,540,775,524",https://www.the-numbers.com/movies/production-company/Metro-Goldwyn-Mayer-Pictures
19,Lionsgate,"$5,324,837,570",198,"$10,239,686,182",https://www.the-numbers.com/movies/production-company/Lionsgate
20,Touchstone Pictures,"$4,457,667,437",70,"$8,429,239,524",https://www.the-numbers.com/movies/production-company/Touchstone-Pictures
21,RatPac Entertainment,"$3,963,515,749",46,"$9,994,011,862",https://www.the-numbers.com/movies/production-company/RatPac-Entertainment
22,Walt Disney Animation Studios,"$3,858,863,401",25,"$10,364,388,294",https://www.the-numbers.com/movies/production-company/Walt-Disney-Animation-Studios
23,Heyday Films,"$3,516,222,325",26,"$10,983,350,223",https://www.the-numbers.com/movies/production-company/Heyday-Films
24,Summit Entertainment,"$3,362,726,133",72,"$8,478,584,827",https://www.the-numbers.com/movies/production-company/Summit-Entertainment
25,Jerry Bruckheimer,"$3,100,632,489",21,"$7,377,474,767",https://www.the-numbers.com/movies/production-company/Jerry-Bruckheimer
26,Bad Robot,"$3,055,104,013",21,"$7,136,772,899",https://www.the-numbers.com/movies/production-company/Bad-Robot
27,Twentieth Century Fox,"$2,840,878,635",53,"$6,794,740,270",https://www.the-numbers.com/movies/production-company/Twentieth-Century-Fox
28,Original Film,"$2,783,566,670",39,"$8,273,979,850",https://www.the-numbers.com/movies/production-company/Original-Film
29,di Bonaventura Pictures,"$2,769,579,345",32,"$7,641,848,763",https://www.the-numbers.com/movies/production-company/di-Bonaventura-Pictures
30,Imagine Entertainment,"$2,754,167,054",56,"$5,565,236,804",https://www.the-numbers.com/movies/production-company/Imagine-Entertainment
31,TSG Entertainment,"$2,721,648,589",43,"$7,442,048,359",https://www.the-numbers.com/movies/production-company/TSG-Entertainment
32,Fox 2000 Pictures,"$2,711,852,403",52,"$5,807,265,496",https://www.the-numbers.com/movies/production-company/Fox-2000-Pictures
33,Illumination Entertainment,"$2,610,787,965",13,"$6,729,044,753",https://www.the-numbers.com/movies/production-company/Illumination-Entertainment
34,Blumhouse,"$2,589,715,839",118,"$4,882,626,432",https://www.the-numbers.com/movies/production-company/Blumhouse
35,1492 Pictures,"$2,473,204,496",23,"$6,143,374,162",https://www.the-numbers.com/movies/production-company/1492-Pictures
36,Working Title Films,"$2,448,352,591",99,"$7,801,882,178",https://www.the-numbers.com/movies/production-company/Working-Title-Films
37,The Kennedy/Marshall Company,"$2,445,568,419",32,"$5,832,128,954",https://www.the-numbers.com/movies/production-company/Kennedy-Marshall-Company-The
38,Perfect World Pictures,"$2,442,424,820",41,"$6,330,794,366",https://www.the-numbers.com/movies/production-company/Perfect-World-Pictures
39,Wingnut Films,"$2,358,508,292",14,"$7,201,717,031",https://www.the-numbers.com/movies/production-company/Wingnut-Films
40,Happy Madison,"$2,338,633,161",37,"$3,907,763,598",https://www.the-numbers.com/movies/production-company/Happy-Madison
41,Tri-Star Pictures,"$2,318,983,207",60,"$4,533,510,814",https://www.the-numbers.com/movies/production-company/Tri-Star-Pictures
42,Spyglass Entertainment,"$2,311,618,021",30,"$4,394,346,518",https://www.the-numbers.com/movies/production-company/Spyglass-Entertainment
43,Scott Rudin Productions,"$2,177,058,414",44,"$3,834,267,012",https://www.the-numbers.com/movies/production-company/Scott-Rudin-Productions
44,Silver Pictures,"$2,090,381,504",35,"$4,600,795,233",https://www.the-numbers.com/movies/production-company/Silver-Pictures
45,Temple Hill Entertainment,"$2,079,270,207",39,"$5,041,748,974",https://www.the-numbers.com/movies/production-company/Temple-Hill-Entertainment
46,Skydance Productions,"$2,073,760,841",30,"$5,967,205,747",https://www.the-numbers.com/movies/production-company/Skydance-Productions
47,Eon Productions,"$2,065,980,828",25,"$7,111,250,191",https://www.the-numbers.com/movies/production-company/Eon-Productions
48,Syncopy,"$2,002,076,415",9,"$5,011,328,095",https://www.the-numbers.com/movies/production-company/Syncopy
49,Screen Gems,"$1,982,302,936",60,"$3,931,145,998",https://www.the-numbers.com/movies/production-company/Screen-Gems
50,Castle Rock Entertainment,"$1,950,801,164",57,"$3,225,118,355",https://www.the-numbers.com/movies/production-company/Castle-Rock-Entertainment
51,PDI,"$1,938,568,463",9,"$4,839,757,327",https://www.the-numbers.com/movies/production-company/PDI
52,New Regency,"$1,913,138,282",62,"$4,464,957,727",https://www.the-numbers.com/movies/production-company/New-Regency
53,Chernin Entertainment,"$1,895,327,188",26,"$4,626,038,110",https://www.the-numbers.com/movies/production-company/Chernin-Entertainment
54,Donnersâ Company,"$1,845,718,407",17,"$4,626,335,293",https://www.the-numbers.com/movies/production-company/Donners-Company
55,Revolution Studios,"$1,802,983,900",37,"$3,223,920,111",https://www.the-numbers.com/movies/production-company/Revolution-Studios
56,Sony Pictures Animation,"$1,792,608,285",23,"$5,033,798,315",https://www.the-numbers.com/movies/production-company/Sony-Pictures-Animation
57,Hasbro Studios,"$1,783,335,676",18,"$4,949,680,301",https://www.the-numbers.com/movies/production-company/Hasbro-Studios
58,Color Force,"$1,780,595,298",13,"$3,475,043,989",https://www.the-numbers.com/movies/production-company/Color-Force
59,Atlas Entertainment,"$1,771,933,959",18,"$4,827,222,924",https://www.the-numbers.com/movies/production-company/Atlas-Entertainment
60,Overbrook Entertainment,"$1,741,263,032",22,"$3,910,486,596",https://www.the-numbers.com/movies/production-company/Overbrook-Entertainment
61,Davis Entertainment,"$1,738,705,817",46,"$4,032,031,507",https://www.the-numbers.com/movies/production-company/Davis-Entertainment
62,Walden Media,"$1,726,270,472",35,"$4,146,927,249",https://www.the-numbers.com/movies/production-company/Walden-Media
63,Zancuk Company,"$1,690,664,751",13,"$4,043,758,057",https://www.the-numbers.com/movies/production-company/Zanuck-Company
64,Fairview Entertainment,"$1,670,469,187",6,"$4,037,117,412",https://www.the-numbers.com/movies/production-company/Fairview-Entertainment
65,Sunswept Entertainment,"$1,656,770,075",15,"$3,970,934,735",https://www.the-numbers.com/movies/production-company/Sunswept-Entertainment
66,Scott Free Films,"$1,653,548,277",51,"$4,224,928,596",https://www.the-numbers.com/movies/production-company/Scott-Free-Films
67,Chris Meledandri,"$1,643,062,674",7,"$3,727,198,155",https://www.the-numbers.com/movies/production-company/Chris-Meledandri
68,Ingenious Media,"$1,631,344,959",79,"$4,492,628,358",https://www.the-numbers.com/movies/production-company/Ingenious-Media
69,Participant Media,"$1,621,542,940",95,"$3,239,891,199",https://www.the-numbers.com/movies/production-company/Participant-Media
70,Mandeville Films,"$1,599,408,407",27,"$3,215,876,034",https://www.the-numbers.com/movies/production-company/Mandeville-Films
71,Brian Grazer Productions,"$1,571,811,776",21,"$3,527,853,672",https://www.the-numbers.com/movies/production-company/Brian-Grazer-Productions
72,Blue Sky Studios,"$1,545,098,142",14,"$5,063,068,681",https://www.the-numbers.com/movies/production-company/Blue-Sky-Studios
73,Vertigo Entertainment,"$1,530,710,402",35,"$2,997,862,008",https://www.the-numbers.com/movies/production-company/Vertigo-Entertainment
74,Ingenious Film Partners,"$1,509,413,779",16,"$5,104,385,613",https://www.the-numbers.com/movies/production-company/Ingenious-Film-Partners
75,LStar Capital,"$1,505,003,967",24,"$3,698,088,532",https://www.the-numbers.com/movies/production-company/LStar-Capital
76,Cruel and Unusual Films,"$1,449,982,257",6,"$3,910,695,661",https://www.the-numbers.com/movies/production-company/Cruel-and-Unusual-Films
77,Fox Searchlight Pictures,"$1,420,754,014",80,"$3,223,011,853",https://www.the-numbers.com/movies/production-company/Fox-Searchlight-Pictures
78,Roth Films,"$1,419,041,127",12,"$3,910,471,760",https://www.the-numbers.com/movies/production-company/Roth-Films
79,Focus Features,"$1,402,809,487",80,"$3,147,311,303",https://www.the-numbers.com/movies/production-company/Focus-Features
80,Weinstein Company,"$1,364,028,710",43,"$3,207,103,670",https://www.the-numbers.com/movies/production-company/Weinstein-Company
81,Kinberg Genre,"$1,333,705,765",10,"$3,760,031,181",https://www.the-numbers.com/movies/production-company/Kinberg-Genre
82,Malpaso Productions,"$1,317,386,407",21,"$2,222,360,460",https://www.the-numbers.com/movies/production-company/Malpaso-Productions
83,One Race Films,"$1,314,780,113",12,"$5,464,743,194",https://www.the-numbers.com/movies/production-company/One-Race-Films
84,Canal Plus,"$1,256,868,349",221,"$4,713,923,547",https://www.the-numbers.com/movies/production-company/Canal-Plus
85,Platinum Dunes,"$1,252,397,799",20,"$2,319,418,877",https://www.the-numbers.com/movies/production-company/Platinum-Dunes
86,Laura Ziskin Productions,"$1,251,677,772",5,"$2,715,978,404",https://www.the-numbers.com/movies/production-company/Laura-Ziskin-Productions
87,Plan B Entertainment,"$1,239,854,519",34,"$2,979,953,969",https://www.the-numbers.com/movies/production-company/Plan-B-Entertainment
88,GK Films,"$1,239,672,149",17,"$3,453,026,884",https://www.the-numbers.com/movies/production-company/GK-Films
89,Centropolis Entertainment,"$1,229,431,531",14,"$3,611,061,717",https://www.the-numbers.com/movies/production-company/Centropolis-Entertainment
90,The Safran Company,"$1,205,670,432",24,"$3,604,837,789",https://www.the-numbers.com/movies/production-company/Safran-Company-The
91,Lightstorm Entertainment,"$1,172,171,785",8,"$3,755,919,873",https://www.the-numbers.com/movies/production-company/Lightstorm-Entertainment
92,United Artists,"$1,161,239,647",30,"$3,102,481,843",https://www.the-numbers.com/movies/production-company/United-Artists
93,21 Laps Entertainment,"$1,160,405,307",35,"$2,626,097,089",https://www.the-numbers.com/movies/production-company/21-Laps-Entertainment
94,Miramax Films,"$1,130,859,870",52,"$2,348,528,226",https://www.the-numbers.com/movies/production-company/Miramax-Films
95,Dentsu Inc.,"$1,122,232,678",16,"$4,337,610,887",https://www.the-numbers.com/movies/production-company/Dentsu-Inc
96,Parkes+Macdonald Productions,"$1,120,879,747",19,"$2,819,449,048",https://www.the-numbers.com/movies/production-company/Parkes-Plus-Macdonald-Productions
97,Gary Sanchez Productions,"$1,108,845,084",21,"$1,676,832,359",https://www.the-numbers.com/movies/production-company/Gary-Sanchez-Productions
98,Alcon Entertainment,"$1,108,369,331",28,"$1,970,936,811",https://www.the-numbers.com/movies/production-company/Alcon-Entertainment
99,Cruise-Wagner,"$1,107,923,624",7,"$3,031,872,684",https://www.the-numbers.com/movies/production-company/Cruise-Wagner
100,Marc Platt Productions,"$1,091,025,588",31,"$2,433,431,056",https://www.the-numbers.com/movies/production-company/Marc-Platt-Productions
101,Judd Apatow,"$1,086,897,505",12,"$1,466,532,831",https://www.the-numbers.com/movies/production-company/Judd-Apatow
102,Lakeshore Entertainment,"$1,084,246,113",40,"$2,197,532,990",https://www.the-numbers.com/movies/production-company/Lakeshore-Entertainment
103,Millennium Films,"$1,042,862,115",49,"$2,638,942,748",https://www.the-numbers.com/movies/production-company/Millennium-Films
104,MTV Films,"$1,042,445,195",25,"$1,470,381,486",https://www.the-numbers.com/movies/production-company/MTV-Films
105,Bad Hat Harry Productions,"$1,041,487,477",8,"$2,735,381,962",https://www.the-numbers.com/movies/production-company/Bad-Hat-Harry-Productions
106,Mosaic Media,"$1,037,360,850",18,"$1,748,409,572",https://www.the-numbers.com/movies/production-company/Mosaic-Media
107,Blinding Edge Pictures,"$1,034,384,079",10,"$2,272,557,796",https://www.the-numbers.com/movies/production-company/Blinding-Edge-Pictures
108,Nickelodeon Films,"$1,026,825,956",22,"$1,954,772,295",https://www.the-numbers.com/movies/production-company/Nickelodeon-Films
109,Hollywood Pictures,"$1,017,185,754",19,"$1,928,387,711",https://www.the-numbers.com/movies/production-company/Hollywood-Pictures
110,Tencent Pictures ,"$1,014,511,232",12,"$3,017,540,831",https://www.the-numbers.com/movies/production-company/Tencent-Pictures
111,Escape Artists,"$1,009,887,490",24,"$1,954,217,940",https://www.the-numbers.com/movies/production-company/Escape-Artists
112,ImageMovers,"$1,007,562,636",13,"$1,981,964,207",https://www.the-numbers.com/movies/production-company/ImageMovers
113,Dimension Films,"$976,607,186",32,"$1,747,686,843",https://www.the-numbers.com/movies/production-company/Dimension-Films
114,Tribeca Film,"$967,941,549",35,"$2,416,851,339",https://www.the-numbers.com/movies/production-company/Tribeca-Film
115,Matt Tolmach Productions,"$957,338,916",8,"$2,660,965,240",https://www.the-numbers.com/movies/production-company/Matt-Tolmach-Productions
116,Bron Creative,"$955,604,295",24,"$1,957,983,854",https://www.the-numbers.com/movies/production-company/Bron-Creative
117,Thunder Road Film,"$952,211,417",28,"$2,275,537,129",https://www.the-numbers.com/movies/production-company/Thunder-Road-Film
118,Bluegrass Films,"$947,131,337",16,"$2,134,955,384",https://www.the-numbers.com/movies/production-company/Bluegrass-Films
119,Pascal Pictures,"$945,921,942",12,"$2,667,473,784",https://www.the-numbers.com/movies/production-company/Pascal-Pictures
120,Weed Road Pictures,"$906,715,071",20,"$2,289,705,795",https://www.the-numbers.com/movies/production-company/Weed-Road-Pictures
121,Reliance Entertainment,"$903,561,496",31,"$2,054,073,793",https://www.the-numbers.com/movies/production-company/Reliance-Entertainment
122,20th Century Fox Animation,"$903,296,507",11,"$2,647,705,943",https://www.the-numbers.com/movies/production-company/20th-Century-Fox-Animation
123,MRC,"$900,186,872",8,"$2,607,735,348",https://www.the-numbers.com/movies/production-company/MRC
124,Gold Circle Films,"$897,525,993",38,"$1,490,653,633",https://www.the-numbers.com/movies/production-company/Gold-Circle-Films
125,Playtone,"$888,474,275",16,"$2,084,617,706",https://www.the-numbers.com/movies/production-company/Playtone
126,Seven Bucks Productions,"$887,860,303",12,"$2,706,435,491",https://www.the-numbers.com/movies/production-company/Seven-Bucks-Productions
127,StudioCanal,"$879,054,224",117,"$3,786,068,150",https://www.the-numbers.com/movies/production-company/StudioCanal
128,Lin Pictures,"$867,646,434",5,"$1,706,576,424",https://www.the-numbers.com/movies/production-company/Lin-Pictures
129,EuropaCorp,"$842,309,530",33,"$2,466,584,315",https://www.the-numbers.com/movies/production-company/EuropaCorp
130,Everyman Pictures,"$838,803,963",8,"$1,453,096,602",https://www.the-numbers.com/movies/production-company/Everyman-Pictures
131,Annapurna Pictures,"$833,154,028",35,"$1,380,280,957",https://www.the-numbers.com/movies/production-company/Annapurna-Pictures
132,Imprint Entertainment,"$821,378,602",9,"$1,827,559,077",https://www.the-numbers.com/movies/production-company/Imprint-Entertainment
133,De Line Pictures,"$806,456,341",12,"$1,715,290,542",https://www.the-numbers.com/movies/production-company/De-Line-Pictures
134,Green Hat Films,"$799,257,788",5,"$1,729,019,191",https://www.the-numbers.com/movies/production-company/Green-Hat-Films
135,Don Simpson,"$796,388,494",6,"$1,489,746,075",https://www.the-numbers.com/movies/production-company/Don-Simpson
136,Jerry Bruckheimer Films,"$782,668,106",9,"$2,116,339,654",https://www.the-numbers.com/movies/production-company/Jerry-Bruckheimer-Films
137,Jersey Films,"$782,151,943",21,"$1,265,572,036",https://www.the-numbers.com/movies/production-company/Jersey-Films
138,Michael De Luca Productions,"$775,866,261",17,"$2,225,385,838",https://www.the-numbers.com/movies/production-company/Michael-De-Luca-Productions
139,Mandate Pictures,"$765,962,964",20,"$1,203,331,029",https://www.the-numbers.com/movies/production-company/Mandate-Pictures
140,Morgan Creek Productions,"$759,541,017",18,"$1,208,990,475",https://www.the-numbers.com/movies/production-company/Morgan-Creek-Productions
141,Icon Productions,"$752,171,349",11,"$1,306,873,029",https://www.the-numbers.com/movies/production-company/Icon-Productions
142,Mace Neufeld,"$748,460,578",9,"$1,420,638,155",https://www.the-numbers.com/movies/production-company/Mace-Neufeld
143,NPV Entertainment,"$731,254,466",6,"$1,686,965,504",https://www.the-numbers.com/movies/production-company/NPV-Entertainment
144,Appian Way,"$730,273,929",22,"$1,903,511,398",https://www.the-numbers.com/movies/production-company/Appian-Way
145,Big Screen Prods,"$726,109,547",11,"$2,282,559,153",https://www.the-numbers.com/movies/production-company/Big-Screen-Prods
146,Atomic Monster,"$723,581,407",17,"$2,055,119,053",https://www.the-numbers.com/movies/production-company/Atomic-Monster
147,Gil Netter Productions,"$714,491,535",10,"$1,481,834,193",https://www.the-numbers.com/movies/production-company/Gil-Netter-Productions
148,Red Hour Productions,"$703,899,231",25,"$1,192,207,215",https://www.the-numbers.com/movies/production-company/Red-Hour-Productions
149,Lawrence Gordon,"$703,090,390",11,"$1,335,500,840",https://www.the-numbers.com/movies/production-company/Lawrence-Gordon
150,Benderspink Productions,"$685,402,199",14,"$1,252,114,504",https://www.the-numbers.com/movies/production-company/Benderspink-Productions
151,Jerry Weintraub,"$684,289,828",8,"$1,354,271,354",https://www.the-numbers.com/movies/production-company/Jerry-Weintraub
152,Point Grey,"$683,613,796",15,"$1,042,370,094",https://www.the-numbers.com/movies/production-company/Point-Grey
153,Warner Animation Group,"$683,151,274",15,"$1,379,347,399",https://www.the-numbers.com/movies/production-company/Warner-Animation-Group
154,Alphaville,"$680,617,120",8,"$1,687,628,958",https://www.the-numbers.com/movies/production-company/Alphaville
155,Rideback,"$672,958,952",8,"$1,706,593,831",https://www.the-numbers.com/movies/production-company/Rideback
156,Will Packer Productions,"$670,299,204",22,"$807,152,943",https://www.the-numbers.com/movies/production-company/Will-Packer-Productions
157,Tom Cruise Productions,"$666,581,205",6,"$2,019,373,876",https://www.the-numbers.com/movies/production-company/Tom-Cruise-Productions
158,Bagdasarian Company,"$655,935,962",4,"$1,404,694,725",https://www.the-numbers.com/movies/production-company/Bagdasarian-Company
159,Tom DeSanto,"$647,550,946",2,"$1,940,573,771",https://www.the-numbers.com/movies/production-company/Tom-DeSanto
160,Don Murphy,"$647,550,946",2,"$1,940,573,771",https://www.the-numbers.com/movies/production-company/Don-Murphy
161,Fuji Television Network,"$634,683,759",18,"$1,942,983,497",https://www.the-numbers.com/movies/production-company/Fuji-Television-Network
162,Mad Chance,"$632,323,793",13,"$1,190,477,651",https://www.the-numbers.com/movies/production-company/Mad-Chance
163,BBC Films,"$632,101,154",164,"$1,792,753,463",https://www.the-numbers.com/movies/production-company/BBC-Films
164,DMG Entertainment,"$624,771,531",8,"$1,754,779,537",https://www.the-numbers.com/movies/production-company/DMG-Entertainment
165,Broken Road,"$609,492,960",17,"$1,276,906,453",https://www.the-numbers.com/movies/production-company/Broken-Road
166,A Band Apart,"$607,790,772",9,"$1,489,648,833",https://www.the-numbers.com/movies/production-company/Band-Apart-A
167,Constantin Film,"$600,850,902",32,"$2,182,799,484",https://www.the-numbers.com/movies/production-company/Constantin-Film
168,Montecito Picture Company,"$600,764,855",16,"$1,038,940,337",https://www.the-numbers.com/movies/production-company/Montecito-Picture-Company
169,Troublemaker Studios,"$600,411,124",11,"$1,370,393,955",https://www.the-numbers.com/movies/production-company/Troublemaker-Studios
170,Tyler Perry Studios,"$597,476,825",12,"$625,731,022",https://www.the-numbers.com/movies/production-company/Tyler-Perry-Studios
171,Joint Effort,"$593,774,700",5,"$1,590,612,543",https://www.the-numbers.com/movies/production-company/Joint-Effort
172,Red Wagon Entertainment,"$592,747,124",8,"$1,234,548,325",https://www.the-numbers.com/movies/production-company/Red-Wagon-Entertainment
173,Cube Vision,"$590,237,799",8,"$687,520,633",https://www.the-numbers.com/movies/production-company/Cube-Vision
174,Eddie Murphy Production,"$585,002,137",6,"$976,483,435",https://www.the-numbers.com/movies/production-company/Eddie-Murphy-Production
175,Reliance BIG Entertainment,"$584,336,381",14,"$1,168,625,825",https://www.the-numbers.com/movies/production-company/Reliance-BIG-Entertainment
176,FilmNation Entertainment,"$582,131,367",61,"$1,328,266,564",https://www.the-numbers.com/movies/production-company/FilmNation-Entertainment
177,David Brown,"$581,857,367",6,"$1,010,826,337",https://www.the-numbers.com/movies/production-company/David-Brown
178,Media Rights Capital,"$580,236,863",15,"$1,457,487,664",https://www.the-numbers.com/movies/production-company/Media-Rights-Capital
179,Mutual Film Company,"$579,964,921",6,"$1,219,482,211",https://www.the-numbers.com/movies/production-company/Mutual-Film-Company
180,Gracie Films,"$574,925,763",8,"$1,145,272,183",https://www.the-numbers.com/movies/production-company/Gracie-Films
181,Robert Simonds Company,"$572,556,971",9,"$858,130,010",https://www.the-numbers.com/movies/production-company/Robert-Simonds-Company
182,Entertainment One,"$571,917,975",69,"$1,131,242,169",https://www.the-numbers.com/movies/production-company/Entertainment-One
183,Team Todd,"$570,179,906",9,"$991,322,304",https://www.the-numbers.com/movies/production-company/Team-Todd
184,Closest to the Hole,"$569,183,541",13,"$862,962,426",https://www.the-numbers.com/movies/production-company/Closest-to-the-Hole
185,DC Films,"$564,086,102",2,"$1,799,703,909",https://www.the-numbers.com/movies/production-company/DC-Films
186,Phoenix Pictures,"$557,862,806",18,"$1,511,738,584",https://www.the-numbers.com/movies/production-company/Phoenix-Pictures
187,Nu Image,"$552,513,920",20,"$1,555,620,238",https://www.the-numbers.com/movies/production-company/Nu-Image
188,Saturn Films,"$546,597,405",15,"$1,254,782,462",https://www.the-numbers.com/movies/production-company/Saturn-Films
189,3 Arts Entertainment,"$536,959,927",15,"$1,019,268,621",https://www.the-numbers.com/movies/production-company/3-Arts-Entertainment
190,Good Universe,"$532,850,614",16,"$866,803,771",https://www.the-numbers.com/movies/production-company/Good-Universe
191,Di Novi Pictures,"$530,457,978",13,"$830,125,497",https://www.the-numbers.com/movies/production-company/Di-Novi-Pictures
192,UK Film Council,"$524,112,124",72,"$1,716,686,970",https://www.the-numbers.com/movies/production-company/UK-Film-Council
193,Cross Creek Pictures,"$522,975,584",22,"$1,445,404,759",https://www.the-numbers.com/movies/production-company/Cross-Creek-Pictures
194,Maverick Films,"$522,364,166",3,"$1,137,610,548",https://www.the-numbers.com/movies/production-company/Maverick-Films
195,Sony Pictures,"$517,049,935",22,"$1,012,964,397",https://www.the-numbers.com/movies/production-company/Sony-Pictures
196,The Mark Gordon Company,"$516,945,652",15,"$1,452,639,709",https://www.the-numbers.com/movies/production-company/Mark-Gordon-Company-The
197,Beacon Pictures,"$513,244,953",13,"$940,916,925",https://www.the-numbers.com/movies/production-company/Beacon-Pictures
198,Laurence Mark,"$510,849,614",7,"$966,394,166",https://www.the-numbers.com/movies/production-company/Laurence-Mark
199,Rogue Pictures,"$509,343,672",19,"$997,589,319",https://www.the-numbers.com/movies/production-company/Rogue-Pictures
200,MARV Films,"$508,975,133",15,"$1,449,448,144",https://www.the-numbers.com/movies/production-company/Marv-Films
201,Mark Johnson,"$504,756,173",3,"$1,228,404,586",https://www.the-numbers.com/movies/production-company/Mark-Johnson
202,Stage 6 Films,"$493,472,964",34,"$904,238,723",https://www.the-numbers.com/movies/production-company/Stage-6-Films
203,Valhalla Motion Pictures,"$487,720,737",5,"$1,093,657,955",https://www.the-numbers.com/movies/production-company/Valhalla-Motion-Pictures
204,CBS Films,"$484,518,704",23,"$834,700,207",https://www.the-numbers.com/movies/production-company/CBS-Films
205,Monkeypaw Pictures,"$481,976,278",6,"$699,884,680",https://www.the-numbers.com/movies/production-company/Monkeypaw-Pictures
206,Newmarket Films,"$480,342,413",5,"$802,976,499",https://www.the-numbers.com/movies/production-company/Newmarket-Films
207,Image Nation Abu Dhabi,"$475,587,858",17,"$908,489,803",https://www.the-numbers.com/movies/production-company/Image-Nation-Abu-Dhabi
208,Image Nation,"$473,309,751",11,"$1,380,069,953",https://www.the-numbers.com/movies/production-company/Image-Nation
209,Lord Miller,"$472,245,852",4,"$877,021,398",https://www.the-numbers.com/movies/production-company/Lord-Miller
210,Animal Logic,"$468,582,742",9,"$1,146,732,044",https://www.the-numbers.com/movies/production-company/Animal-Logic
211,Wendy Fineman Productions,"$468,168,551",3,"$1,022,792,214",https://www.the-numbers.com/movies/production-company/Wendy-Fineman-Productions
212,Smart Entertainment,"$467,780,755",4,"$909,231,281",https://www.the-numbers.com/movies/production-company/Smart-Entertainment
213,Dreamworks LLC,"$464,878,671",3,"$967,938,838",https://www.the-numbers.com/movies/production-company/Dreamworks-LLC
214,Hartbeat Productions,"$459,277,791",13,"$1,081,204,641",https://www.the-numbers.com/movies/production-company/Hartbeat-Productions
215,Wigram Productions,"$459,047,991",4,"$1,251,494,357",https://www.the-numbers.com/movies/production-company/Wigram-Productions
216,Hemisphere Media Capital,"$452,745,349",3,"$1,534,622,658",https://www.the-numbers.com/movies/production-company/Hemisphere-Media-Capital
217,Anonymous Content,"$450,824,300",43,"$1,120,451,931",https://www.the-numbers.com/movies/production-company/Anonymous-Content
218,Cine Plus,"$447,660,029",114,"$1,764,137,743",https://www.the-numbers.com/movies/production-company/Cine-Plus
219,Open Road Films,"$447,350,594",24,"$771,788,893",https://www.the-numbers.com/movies/production-company/Open-Road-Films
220,Tig Productions,"$445,842,051",5,"$1,002,637,545",https://www.the-numbers.com/movies/production-company/Tig-Productions
221,M6 Films,"$444,035,404",13,"$1,244,413,500",https://www.the-numbers.com/movies/production-company/M6-Films
222,Leverage,"$439,457,774",14,"$667,404,917",https://www.the-numbers.com/movies/production-company/Leverage
223,Jon Peters,"$434,308,866",3,"$841,851,715",https://www.the-numbers.com/movies/production-company/Jon-Peters
224,STX Entertainment,"$433,669,642",18,"$726,708,071",https://www.the-numbers.com/movies/production-company/STX-Entertainment
225,Birnbaum/Barber,"$425,522,703",5,"$916,754,397",https://www.the-numbers.com/movies/production-company/Birnbaum-Barber
226,Orion Pictures,"$417,793,853",37,"$606,776,684",https://www.the-numbers.com/movies/production-company/Orion-Pictures
227,Flynn Picture Company,"$417,200,269",10,"$1,363,057,975",https://www.the-numbers.com/movies/production-company/Flynn-Picture-Company
228,Tapestry Films,"$414,337,037",8,"$571,280,495",https://www.the-numbers.com/movies/production-company/Tapestry-Films
229,Grive Productions,"$414,232,430",6,"$923,703,318",https://www.the-numbers.com/movies/production-company/Grive-Productions
